RowNames	CCIS00146684ST.4.0	CCIS00281083ST.3.0	CCIS02124300ST.4.0	CCIS02379307ST.4.0	CCIS02856720ST.4.0	CCIS03473770ST.4.0	CCIS03857607ST.4.0	CCIS05314658ST.4.0	CCIS06260551ST.3.0	CCIS07277498ST.4.0	CCIS07539127ST.4.0	CCIS07648107ST.4.0	CCIS08668806ST.3.0	CCIS09568613ST.4.0	CCIS10706551ST.3.0	CCIS10793554ST.4.0	CCIS11015875ST.4.0	CCIS11019776ST.4.0	CCIS11354283ST.4.0	CCIS11362406ST.4.0	CCIS11558985ST.4.0	CCIS12370844ST.4.0	CCIS12656533ST.4.0	CCIS13047523ST.4.0	CCIS14449628ST.4.0	CCIS15704761ST.4.0	CCIS15794887ST.4.0	CCIS16326685ST.4.0	CCIS16383318ST.4.0	CCIS16561622ST.4.0	CCIS17669415ST.4.0	CCIS19142497ST.3.0	CCIS20795251ST.4.0	CCIS21126322ST.4.0	CCIS21278152ST.4.0	CCIS22275061ST.4.0	CCIS22416007ST.4.0	CCIS22906510ST.20.0	CCIS22958137ST.20.0	CCIS23164343ST.4.0	CCIS24254057ST.4.0	CCIS24898163ST.4.0	CCIS25399172ST.4.0	CCIS27304052ST.3.0	CCIS27927933ST.4.0	CCIS28384594ST.4.0	CCIS29210128ST.4.0	CCIS29688262ST.20.0	CCIS31434951ST.20.0	CCIS32105356ST.4.0	CCIS32452666ST.4.0	CCIS33816588ST.4.0	CCIS34055159ST.4.0	CCIS34604008ST.4.0	CCIS35092938ST.4.0	CCIS35100175ST.4.0	CCIS36699628ST.4.0	CCIS36797902ST.4.0	CCIS37250421ST.4.0	CCIS38765456ST.20.0	CCIS40244499ST.3.0	CCIS41222843ST.4.0	CCIS41288781ST.4.0	CCIS41548810ST.4.0	CCIS41692898ST.4.0	CCIS41806458ST.4.0	CCIS44093303ST.4.0	CCIS44676181ST.4.0	CCIS44743950ST.4.0	CCIS44757994ST.4.0	CCIS45571137ST.3.0	CCIS45793747ST.4.0	CCIS46047672ST.4.0	CCIS46467422ST.4.0	CCIS47284573ST.4.0	CCIS47745468ST.4.0	CCIS48174381ST.4.0	CCIS48507077ST.4.0	CCIS48579360ST.4.0	CCIS48725289ST.4.0	CCIS50003399ST.4.0	CCIS50148151ST.4.0	CCIS50369211ST.20.0	CCIS50471204ST.4.0	CCIS50561855ST.4.0	CCIS51595129ST.4.0	CCIS51667829ST.4.0	CCIS52234160ST.4.0	CCIS52370277ST.4.0	CCIS53043478ST.4.0	CCIS53355328ST.4.0	CCIS53557295ST.4.0	CCIS54027808ST.4.0	CCIS55230578ST.4.0	CCIS55531770ST.4.0	CCIS56503244ST.3.0	CCIS58234805ST.4.0	CCIS59132091ST.4.0	CCIS59903910ST.4.0	CCIS61287323ST.4.0	CCIS62605362ST.3.0	CCIS62794166ST.4.0	CCIS63448910ST.4.0	CCIS63468405ST.4.0	CCIS63910149ST.4.0	CCIS64773582ST.4.0	CCIS64785924ST.20.0	CCIS65479369ST.4.0	CCIS70398272ST.4.0	CCIS71301801ST.4.0	CCIS71578391ST.4.0	CCIS72607085ST.4.0	CCIS74239020ST.4.0	CCIS74726977ST.3.0	CCIS76563044ST.4.0	CCIS76845094ST.20.0	CCIS77100899ST.4.0	CCIS77252613ST.4.0	CCIS78100604ST.4.0	CCIS78318719ST.4.0	CCIS79210440ST.3.0	CCIS80834637ST.4.0	CCIS81139242ST.4.0	CCIS81710917ST.20.0	CCIS81735969ST.20.0	CCIS81887263ST.4.0	CCIS82146115ST.4.0	CCIS82507866ST.3.0	CCIS82944710ST.20.0	CCIS83445808ST.4.0	CCIS83574003ST.4.0	CCIS83870198ST.4.0	CCIS84543192ST.4.0	CCIS85214191ST.3.0	CCIS87116798ST.4.0	CCIS87167916ST.4.0	CCIS87252800ST.4.0	CCIS87290971ST.4.0	CCIS87605453ST.4.0	CCIS88007743ST.4.0	CCIS88317640ST.4.0	CCIS90164298ST.4.0	CCIS90166425ST.4.0	CCIS90443472ST.4.0	CCIS90903952ST.3.0	CCIS91228662ST.4.0	CCIS93040568ST.20.0	CCIS94417875ST.3.0	CCIS94496512ST.4.0	CCIS94603952ST.4.0	CCIS95097901ST.4.0	CCIS95409808ST.4.0	CCIS96387239ST.4.0	CCIS98482370ST.3.0	CCIS98512455ST.4.0	CCIS98832363ST.4.0
Carnobacterium maltaromaticum	0	0	0	0	0	2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces naeslundii	0	0	0	0	0	1613	1016	0	0	0	882	0	0	167	0	0	0	0	0	0	0	0	920	2019	0	0	0	0	882	0	0	0	0	0	0	0	0	0	0	0	4008	0	0	0	0	0	0	5080	0	0	932	4850	0	1188	0	2265	1269	0	0	0	0	0	0	0	0	0	0	114	3494	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	326	0	0	565	0	0	0	0	0	0	0	0	0	0	2112	0	0	0	138	5373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3042	0	125	0	0	0	0	0	0	0	0	0	0	0	0	7091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc carnosum	0	0	0	0	0	1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavonifractor sp. An100	0	0	0	0	0	1035	0	0	0	0	0	0	0	0	0	0	3400	0	5620	0	0	0	0	0	0	0	0	0	0	1449	0	0	0	740	0	0	0	0	0	0	0	0	493	0	0	24935	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	7353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8711	0	0	0	0	0	0	0	105977	720	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	3434
Staphylococcus equorum	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447
Butyrivibrio sp. CAG:318	0	0	0	0	0	0	4850103	0	412145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1559078	16435	0	0	900081	178848	0	0	3084473	1694207	0	0	0	3639198	6764	0	0	0	0	0	154871	0	0	0	0	0	0	1347021	0	4441194	0	0	0	981944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005130	0	0	0	0	0	0	0	0	1654857	5680	7854	0	0	0	0	0	947617	0	2564070	0	0	0	0	0	0	151683	5647534	53963	0	0	0	2230923	0	391983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174
Prevotella sp. CAG:520	0	0	0	0	0	0	2000720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2007	0	0	0	0	0	616346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692455	0	0	0	0	0	0	0	1514913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330261	0	0	0	0	0	0	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2074689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus sp. CAG:488	0	0	0	0	0	0	786945	0	0	0	0	0	0	0	0	0	0	0	0	3264504	0	0	0	0	0	0	0	10584	0	0	0	0	0	0	276949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9593	0	0	0	0	0	0	0	0	0	0	0	0	0	29881	0	0	0	0	0	0	404876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9330	673497
Prevotella sp. AM42-24	0	0	0	0	0	0	117673	0	0	0	0	0	0	0	0	0	0	2976	0	0	0	0	0	0	0	0	1216893	0	12259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4765	0	0	0	0	0	0	0	0	0	0	193088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4770348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella stercorea	0	0	0	0	0	0	98800	0	0	0	0	0	0	0	0	0	0	69484	0	0	0	0	0	0	0	0	0	0	542540	0	0	0	0	0	32868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520538	41589	0	0	0	0	0	0	0	67882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14223	0	0	0	0	0	0	8490163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3672286	0	0
Clostridium sp. CAG:253	0	0	0	0	0	0	71465	0	0	0	0	0	0	0	0	148339	8017	0	0	0	0	0	0	0	0	0	89054	0	0	0	0	471239	2162	1553116	0	0	0	0	217310	8087	0	0	1075	0	0	21678	0	6501	0	7380	0	0	0	0	111739	114135	0	0	0	31489	0	0	0	32194	11460	391	0	0	0	0	16154	0	0	0	117038	0	0	0	0	12583	516838	0	0	0	0	82687	101602	0	0	0	0	0	0	0	133141	0	0	0	0	0	57686	0	0	0	0	0	10318	0	1339752	0	0	0	562937	22932	0	0	85281	0	0	0	103201	0	0	0	0	1128549	0	38448	0	0	0	0	0	0	0	0	0	0	0	0	0	56778	0	0	12421	0	0	0	0	78642	0	31360	0	366024	0	0
Megamonas hypermegale	0	0	0	0	0	0	24273	0	0	0	0	0	0	0	0	0	20559	0	0	0	0	0	0	0	0	0	0	0	75173	0	0	0	0	0	0	0	0	75553	0	0	0	0	0	0	0	0	646650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167516	0	0	0	0	0	1115	0	0	0	0	0	2442	0	0	0	0	0	0	0	0	2248639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74102	0	0	0	0	130941	0	0	0	2114	0	0	0	0	0	0	736687	0	0	0	0	0	0	0	0	0	0
Holdemanella biformis	0	0	0	0	0	0	24088	0	0	0	0	0	0	1431630	13857	0	0	17111	0	1588239	337201	0	0	0	341494	0	226944	0	683766	0	0	0	1625	12438	59736	0	0	0	273841	0	0	0	0	0	0	0	0	0	0	0	0	234229	22526	0	0	41028	0	31436	0	0	0	0	0	0	0	14201	0	0	0	0	0	0	0	0	0	0	427252	0	190507	0	0	0	3524	0	0	850461	141460	0	3980	123525	0	0	764171	0	0	0	30917	0	0	469298	0	0	0	585882	0	0	0	91352	0	2173172	0	0	6243595	933175	82239	0	0	142994	0	0	259519	0	0	0	0	3437598	0	50540	0	39743	0	0	36773	0	1399999	0	1041	0	47020	0	0	60445	0	0	0	394408	0	67137	0	0	92047	0	3142	0	0	0
Ligilactobacillus ruminis	0	0	0	0	0	0	20701	0	0	162562	0	0	0	0	0	0	0	115140	0	6287580	0	0	0	0	0	0	0	0	448283	0	0	0	982657	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84173	0	0	0	0	0	0	0	0	0	0	0	310655	0	0	0	0	0	0	0	799062	0	0	0	0	0	0
Ruminococcus obeum CAG:39	0	0	0	0	0	0	16764	0	0	0	0	0	0	0	0	0	0	0	0	66639	0	0	0	0	0	0	0	3307	3600	0	0	0	0	0	0	19656	0	0	0	0	0	0	481	30379	0	0	0	0	0	3513	0	0	0	0	11634	0	0	0	0	0	0	0	0	0	42304	0	0	0	0	0	0	0	0	0	0	0	0	2718	15405	0	0	0	0	0	0	0	0	0	19488	3894	0	0	0	32636	0	5200	0	0	0	0	12937	0	0	0	0	2761	0	0	0	0	0	3226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230075	0	0	0	0	25644	0	0	0	160756	0	0	0	0	0	40228	0	0	0	267670	0	0
Ruminococcus sp. CAG:563	0	0	0	0	0	0	7254	0	0	0	0	0	0	0	0	0	0	0	0	8610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	876	0	0	0	0	0	0	0	0	0	0	0	18589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2499
Megamonas funiformis	0	0	0	0	0	0	7152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618955	0	3506	0	0	0	0	0	0	10117	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	0	0	0	0	0	0	0	0	0	0	43800	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	1983028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37287	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	17000	0	0	0	0	0	0	0	0	0	0
[Eubacterium] infirmum	0	0	0	0	0	0	1975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	78337	0	0	0	0	852	3233	0	0	0	17434	0	0	0	0	0	0	0	0	0	0	0	0	4124	0	0	0	0	0	0	0	0	0	0	0	3692	0	0	0	0	0	0	0	0	2777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3205	0	0	0	0	0	0	0	0	0	0	3596	0	0	0	0	173	0	0	0	0	0	0	0	0	0	829	2734	0	0	0	0	0	0	0	0	0	0	0	3338	1347	0	0	0	0	0	0	0	0	0	0	0	0	1994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abiotrophia defectiva	0	0	0	0	0	0	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mogibacterium timidum	0	0	0	0	0	0	1317	0	0	0	0	0	0	2853	0	0	0	0	0	0	0	0	0	2862	0	0	0	0	0	255	7754	0	0	0	16673	2613	0	0	18053	0	1015	0	0	0	0	0	0	0	0	0	0	0	2753	0	908	0	0	1081	0	16729	0	4512	604	0	0	0	0	1872	0	0	0	0	0	0	0	0	0	0	0	0	0	3277	0	0	0	0	7016	0	0	0	0	0	0	0	0	0	0	11035	0	0	0	0	0	809	0	0	0	0	0	0	1022	0	0	10233	0	0	0	0	0	0	0	0	0	0	0	0	19085	0	0	0	0	0	0	0	0	0	0	1948	0	0	2089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Eubacterium] nodatum	0	0	0	0	0	0	1182	0	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2291	0	7245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2026	0	0	0	1433	0	0	0	0	0	0	6450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5133	0	0	7209	0	0	0	0	0	0	0	0	0	0	0	0	1254	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium sp. CAG:786	0	0	0	0	0	0	0	120286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. CAG:1031	0	0	0	0	0	0	0	9611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10677	0	0	0	0	0	0	0	507210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:534	0	0	0	0	0	0	0	1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5835	0	0	0	0	0	0	0	0	94087	0	0	0	0	0	710272	0	9590	0	0	0	39364	0	0	0	0	0	0	0	0	5696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeriscardovia aeriphila	0	0	0	0	0	0	0	956	0	0	2777	2219	0	1206	0	0	0	1629	0	4372	0	0	0	0	0	0	0	3398	1546	0	0	0	2814	0	0	0	1664	0	0	1134	0	0	0	0	13208	0	0	0	0	0	0	0	0	0	0	0	698	4809	0	0	0	0	3596	2025	720	0	0	0	0	0	0	0	0	0	1967	0	0	0	0	0	0	0	0	0	0	0	3722	0	0	0	0	6577	0	0	0	0	0	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2177	0	2040	0	0	0	661	1047	0	0	2108	0	0	0	0	0	0	0	0	0	0	0	0	2997	9032	3927	0	0	0	0	0	0	0	0	0	2447	1825	0	0	0
Streptococcus sp. F0442	0	0	0	0	0	0	0	857	0	0	8140	0	0	0	0	1242	0	0	0	5406	0	0	0	0	0	0	0	0	1343	4048	39198	0	0	0	0	0	0	4625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1696	0	6762	0	0	0	0	0	0	0	0	33984	0	0	0	0	2205	69569	0	0	0	8394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18561	0	0	0	0	0	0	0	0	0	0
Cloacibacillus porcorum	0	0	0	0	0	0	0	0	724817	0	0	18052	0	29175	0	0	0	25834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9462	0	0	83080	0	0	0	0	0	22485	0	0	0	0	0	438061	0	42941	0	0	0	0	0	51852	0	0	0	70133	0	3138	0	0	0	0	0	0	0	0	0	0	0	2688	0	160	0	0	0	0	47111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2169	0	0	0	0	0	0	0	0	0	10209	0	0	1023485	0	0	0	0	0	0	0	0	0	0	1254286	2062204	0	0	0	0	3673	0	2577516	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes sp. CAG:831	0	0	0	0	0	0	0	0	455098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4908	0	2670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26899	0	0	0	0	0	0	0	0
Citrobacter freundii	0	0	0	0	0	0	0	0	453943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14546	0	0	0	0	91982	0	0	0	0	0	0	0	0	0	0	1205	0	24801	0	0	0	0	0	0	0	0	0	0	1394376	0	22664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2879	0	0	0	0	0	0	15269	0	0	0	0	0	0	0	0	0	0
Clostridium sp. 7_2_43FAA	0	0	0	0	0	0	0	0	207525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraclostridium bifermentans	0	0	0	0	0	0	0	0	176207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter youngae	0	0	0	0	0	0	0	0	150753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101160	0	2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6704	0	0	0	0	26322	0	0	0	0	0	0	0	0	0	0	0	0	5550	0	0	0	0	0	0	0	0	0	0	493885	0	8837	0	0	0	0	0	0	0	0	0	0	0	236701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides sp. CAG:409	0	0	0	0	0	0	0	0	103751	0	0	0	0	0	0	0	0	4129	0	0	0	0	0	0	0	0	0	0	0	0	0	200321	0	0	0	0	0	0	17592	0	0	642	494767	0	0	0	0	0	0	0	4508	0	10749	0	0	0	0	0	0	1193315	0	0	0	0	0	0	0	67292	0	0	0	0	0	0	0	0	0	0	9442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264350	0	0	0	0	0	0	22272	10508	0	0	0	0	2064799	0	0	0	15031	0	2269612	0	0	0	0	0	0	0	0	0	18199	7084	116522	479300	0	0	6181	0	0	0	0	0	0	102596	0
Lactococcus lactis	0	0	0	0	0	0	0	0	37658	388	0	0	0	432202	0	0	0	0	0	36518	6899	9516	5170	0	31427	8390	8709	1798	0	23866	47407	0	0	10243	183207	5903	0	0	0	307991	0	0	0	8176	5920	0	28849	32414	24291	21949	14251	41205	223751	405161	5102	0	3316	0	9768	0	0	3943	0	0	0	0	0	0	0	0	4771	0	427730	0	0	0	0	0	0	9288	0	0	0	1626516	0	227508	38615	40013	3340	0	945	0	0	139877	0	124554	0	12323	440550	0	109299	21586	313668	0	67161	0	4993	0	25997	0	111980	349749	772255	113377	1654	0	27455	6363	48672	0	0	0	0	45118	11380	0	0	20938	80702	797	0	0	4897	0	0	0	0	0	331679	729472	0	0	4367	7560	0	0	0	0	6606	0	10453	9736	0	0	430825	0
